seq_id	class	Organism	Kingdom	Sequence_length	SP cleavage	N-term transmembrane	hydro_max	hydro_mean	charge_max	charge_mean	alpha_max	alpha_mean	trans_max	trans_mean	size_max	size_mean	comp_G	comp_A	comp_V	comp_L	comp_I	comp_M	comp_F	comp_W	comp_Y	comp_S	comp_T	comp_C	comp_N	comp_Q	comp_H	comp_D	comp_E	comp_K	comp_R	Prediction
A0A286YD83	0	Mus musculus	Metazoa	63		True	3.9	0.6714285714285716	0.4	0.09206349206349207	1.282	1.0211428571428574	1.7260000000000002	0.2283174603174603	21.148000000000003	16.279587301587302	0.0	0.045454545454545456	0.0	0.45454545454545453	0.0	0.045454545454545456	0.22727272727272727	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	1
A0A3B3IS91	0	Homo sapiens	Metazoa	260		False	2.22	-0.37444444444444447	1.0	0.17555555555555558	1.42	1.0465555555555555	0.804	-0.5601555555555555	16.788	11.9312	0.09090909090909091	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.09090909090909091	1
A0A3Q7HWE4	0	Solanum lycopersicum	Viridiplantae	165		False	2.56	0.2002222222222222	0.4	0.13111111111111112	1.25	0.9932000000000001	0.99	-0.19299999999999998	18.546	14.141066666666669	0.0	0.045454545454545456	0.045454545454545456	0.13636363636363635	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.4090909090909091	0.0	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.045454545454545456	0.045454545454545456	1
A0A509AJL3	0	Plasmodium berghei (strain Anka)	Other	1087		False	1.14	-1.0506666666666669	0.6	0.14888888888888888	1.3539999999999999	0.9995999999999998	0.568	-0.794111111111111	18.462	14.594688888888887	0.0	0.0	0.0	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.09090909090909091	0.0	0.22727272727272727	0.0	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.13636363636363635	0.045454545454545456	1
A0A5E4M3Q4	0	Caenorhabditis elegans	Metazoa	554		False	2.96	-0.07822222222222228	0.6	0.14222222222222222	1.302	1.000911111111111	1.278	-0.3540888888888889	19.048000000000002	14.6246	0.0	0.045454545454545456	0.13636363636363635	0.13636363636363635	0.045454545454545456	0.09090909090909091	0.0	0.0	0.0	0.13636363636363635	0.13636363636363635	0.09090909090909091	0.0	0.045454545454545456	0.0	0.0	0.09090909090909091	0.0	0.0	0
A0A5K7RLP0	0	Mus musculus	Metazoa	589		False	3.54	-0.8688888888888889	0.8	0.27111111111111114	1.3119999999999998	0.9889777777777777	1.562	-0.6483555555555555	20.01	14.823022222222223	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.0	0.0	0.22727272727272727	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.0	0.045454545454545456	0.09090909090909091	1
A0A8I6ASZ5	0	Rattus norvegicus	Metazoa	666		False	2.22	-0.8508888888888889	0.6	0.13999999999999999	1.392	0.9834222222222222	0.9219999999999999	-0.8867777777777774	19.724	13.246022222222221	0.13636363636363635	0.045454545454545456	0.0	0.13636363636363635	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.0	0.045454545454545456	0.09090909090909091	0.0	0.2727272727272727	1
A0FGR9	0	Homo sapiens	Metazoa	886		True	2.66	0.3375555555555555	0.8	0.10666666666666666	1.38	0.9978666666666666	1.436	-0.010733333333333301	22.901999999999997	14.894999999999998	0.13636363636363635	0.22727272727272727	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.09090909090909091	0.0	0.09090909090909091	1
A0JN39	0	Bos taurus	Metazoa	953		False	3.9200000000000004	0.17377777777777775	0.6	0.13111111111111112	1.326	1.0199111111111112	1.826	-0.2038888888888889	21.958	15.787488888888886	0.0	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.0	0.0	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.0	0.0	0.045454545454545456	0.09090909090909091	0.0	0.0	1
A0JNW5	0	Homo sapiens	Metazoa	1464		False	2.7600000000000002	-0.1522222222222222	0.6	0.17777777777777778	1.35	1.017777777777778	1.106	-0.3222666666666666	19.32	15.635533333333331	0.045454545454545456	0.045454545454545456	0.0	0.13636363636363635	0.13636363636363635	0.045454545454545456	0.045454545454545456	0.0	0.0	0.09090909090909091	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.18181818181818182	0.045454545454545456	1
A0PJY2	0	Homo sapiens	Metazoa	475		False	2.4200000000000004	-0.11822222222222228	0.6	0.14222222222222222	1.2879999999999998	0.9727777777777777	0.998	-0.32408888888888887	18.286	13.992777777777782	0.045454545454545456	0.18181818181818182	0.0	0.045454545454545456	0.0	0.13636363636363635	0.0	0.0	0.0	0.09090909090909091	0.13636363636363635	0.045454545454545456	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	1
A1A519	0	Homo sapiens	Metazoa	330		False	1.52	-1.103777777777778	0.8	0.18	1.286	0.9678888888888889	0.356	-0.8332888888888889	17.296	13.126288888888892	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.22727272727272727	0.18181818181818182	0.13636363636363635	1
A1A6M1	0	Arabidopsis thaliana	Viridiplantae	387		False	2.6399999999999997	-0.6313333333333335	0.4	0.13333333333333333	1.264	1.0036666666666665	1.1920000000000002	-0.614688888888889	19.43	15.22357777777778	0.0	0.045454545454545456	0.0	0.22727272727272727	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.2727272727272727	0.13636363636363635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	1
A1YKT1	0	Arabidopsis thaliana	Viridiplantae	433		False	2.2399999999999998	-0.6477777777777779	0.6	0.09555555555555555	1.238	0.9011333333333333	0.828	-0.5250888888888888	17.913999999999998	14.16902222222222	0.0	0.0	0.0	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.0	0.09090909090909091	0.045454545454545456	0.18181818181818182	0.0	0.22727272727272727	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	1
A1Z6S7	0	Drosophila melanogaster	Metazoa	635		False	3.08	-0.32733333333333337	0.6	0.17777777777777778	1.334	1.0486444444444445	1.21	-0.5692666666666666	18.695999999999998	14.96651111111111	0.0	0.13636363636363635	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.13636363636363635	0.0	0.045454545454545456	0.0	0.0	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.0	1
A1Z7A8	0	Drosophila melanogaster	Metazoa	634		False	2.9	-0.3180000000000001	0.6	0.14222222222222222	1.216	0.9955555555555559	1.214	-0.46213333333333323	19.169999999999998	14.661844444444444	0.0	0.0	0.045454545454545456	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.18181818181818182	0.0	0.0	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.09090909090909091	1
A2A5K6	0	Mus musculus	Metazoa	1337		False	1.94	-0.6166666666666666	0.2	0.03333333333333333	1.33	0.9434444444444444	0.52	-0.8019555555555555	15.95	12.168777777777779	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.13636363636363635	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.2727272727272727	0.0	0.045454545454545456	1
A2A9C3	0	Mus musculus	Metazoa	3431		False	3.3	-0.2606666666666667	0.6	0.1111111111111111	1.402	1.0232444444444446	1.5699999999999998	-0.4453555555555555	20.084000000000003	15.507488888888888	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.0	0.09090909090909091	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.22727272727272727	0.09090909090909091	0.045454545454545456	1
A2AAJ9	0	Mus musculus	Metazoa	8886		False	2.9200000000000004	-0.23666666666666672	0.4	0.14222222222222222	1.212	0.9714444444444446	1.04	-0.4576222222222222	18.849999999999998	13.984755555555557	0.045454545454545456	0.09090909090909091	0.13636363636363635	0.045454545454545456	0.0	0.045454545454545456	0.13636363636363635	0.0	0.0	0.13636363636363635	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	1
A2AG06	0	Mus musculus	Metazoa	965		False	2.2800000000000002	-0.6035555555555555	0.6	0.1111111111111111	1.42	0.9371333333333334	0.8220000000000001	-0.6290444444444445	18.176	13.369444444444444	0.18181818181818182	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.13636363636363635	0.0	0.13636363636363635	1
A2RTF1	0	Mus musculus	Metazoa	1109		False	3.5799999999999996	0.3077777777777777	0.6	0.1111111111111111	1.2280000000000002	0.9597333333333334	1.6640000000000001	-0.03297777777777773	20.438	14.945555555555558	0.045454545454545456	0.0	0.22727272727272727	0.18181818181818182	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.0	0.045454545454545456	0.13636363636363635	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0
A2VEY9	0	Drosophila melanogaster	Metazoa	693		True	3.02	0.6746666666666667	0.6	0.06666666666666667	1.27	0.9552888888888887	1.25	0.05097777777777778	20.12	14.903355555555557	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.0	0.09090909090909091	0.0	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.22727272727272727	0.13636363636363635	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.09090909090909091	1
A4FUC0	0	Bos taurus	Metazoa	423		False	1.7	-0.44422222222222224	0.6	0.1711111111111111	1.254	0.933977777777778	0.866	-0.46708888888888894	18.362000000000002	13.957022222222223	0.18181818181818182	0.18181818181818182	0.045454545454545456	0.18181818181818182	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.045454545454545456	0.0	0.13636363636363635	1
A4GSN8	0	Arabidopsis thaliana	Viridiplantae	2093		False	2.2399999999999998	-0.35488888888888886	0.4	0.1	1.3539999999999999	1.0827333333333335	0.906	-0.5934888888888888	18.163999999999998	14.276022222222224	0.0	0.18181818181818182	0.09090909090909091	0.13636363636363635	0.0	0.09090909090909091	0.045454545454545456	0.0	0.0	0.13636363636363635	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.09090909090909091	0.0	0.045454545454545456	0
A6NGQ2	0	Homo sapiens	Metazoa	149		False	2.66	-0.2957777777777778	0.4	0.1	1.3279999999999998	1.0216666666666667	1.342	-0.47002222222222223	21.003999999999998	15.029577777777778	0.09090909090909091	0.18181818181818182	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.045454545454545456	0.0	0.0	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.045454545454545456	1
A6NKF2	0	Homo sapiens	Metazoa	412		False	2.0599999999999996	-0.9680000000000001	0.4	0.07777777777777779	1.4919999999999998	1.0522222222222222	0.45600000000000007	-0.9830666666666666	16.413999999999998	12.572666666666667	0.09090909090909091	0.2727272727272727	0.045454545454545456	0.13636363636363635	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	1
A7DTF0	0	Caenorhabditis elegans	Metazoa	337		False	2.34	-1.0084444444444443	0.8	0.2111111111111111	1.258	0.9881111111111108	0.7540000000000001	-0.7907777777777777	17.630000000000003	14.157000000000002	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.09090909090909091	0.09090909090909091	0.0	0.045454545454545456	0.09090909090909091	0.0	0.0	0.0	0.09090909090909091	0.18181818181818182	0.0	1
A8MR65	0	Arabidopsis thaliana	Viridiplantae	201		False	3.3199999999999994	-0.5622222222222223	0.8	0.12222222222222222	1.3299999999999998	0.9916222222222223	1.334	-0.7101333333333333	18.458	13.672955555555554	0.0	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.18181818181818182	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.2727272727272727	0.0	0.045454545454545456	0.0	1
A8MUP2	0	Homo sapiens	Metazoa	240		False	2.7199999999999998	0.23444444444444443	0.6	0.1	1.376	0.9915999999999998	1.1680000000000001	-0.19475555555555552	19.601999999999997	14.438422222222224	0.045454545454545456	0.13636363636363635	0.0	0.18181818181818182	0.0	0.18181818181818182	0.045454545454545456	0.0	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.13636363636363635	1
A9D2P7	0	Caenorhabditis elegans	Metazoa	672		False	1.7399999999999998	-1.6873333333333336	0.8	0.2777777777777778	1.222	0.9043111111111111	0.48999999999999994	-1.137	16.418	12.771266666666666	0.0	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.09090909090909091	0.09090909090909091	0.0	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.0	0.0	0.22727272727272727	1
A9JRD8	0	Danio rerio	Metazoa	540		False	3.6	-0.15911111111111112	0.8	0.21111111111111114	1.402	1.0116444444444446	1.7260000000000002	-0.3419555555555555	21.080000000000002	14.900066666666671	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	1
A9UGV5	1	Oryza sativa subsp. japonica	Viridiplantae	68	30		3.72	1.195294117647059	0.4	0.029411764705882353	1.378	1.0593235294117649	1.244	0.23423529411764707	19.556	13.32014705882353	0.045454545454545456	0.2727272727272727	0.3181818181818182	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.0	1
B0CPC6	1	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686)	Fungi	206	21		3.4799999999999995	0.035333333333333335	0.2	0.05555555555555555	1.294	0.9553555555555555	1.46	-0.23293333333333333	19.454	14.28571111111111	0.045454545454545456	0.18181818181818182	0.09090909090909091	0.18181818181818182	0.0	0.045454545454545456	0.09090909090909091	0.0	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	1
B0XTT5	0	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247		False	1.6599999999999997	-0.6173333333333334	0.6	0.08666666666666667	1.206	0.8994666666666669	0.598	-0.6074444444444443	17.518	13.715955555555553	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.22727272727272727	0.13636363636363635	0.0	0.0	0.09090909090909091	0.0	0.13636363636363635	0.0	0.0	0.09090909090909091	1
B1AXD8	0	Mus musculus	Metazoa	201		False	1.8	-0.20800000000000007	0.8	0.12666666666666668	1.42	1.0266222222222223	0.8799999999999999	-0.43113333333333326	19.009999999999998	13.5052	0.045454545454545456	0.13636363636363635	0.0	0.18181818181818182	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	1
B1P0S1	1	Pseudopleuronectes americanus	Metazoa	218	23		3.34	0.9935555555555554	0.2	0.03333333333333333	1.42	1.1485555555555556	1.568	0.13206666666666667	21.604000000000003	13.546288888888888	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.13636363636363635	0.13636363636363635	0.045454545454545456	0.18181818181818182	0.045454545454545456	0.0	0.09090909090909091	0.13636363636363635	0.0	0.0	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.0	1
B2AFA8	0	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	Fungi	775		False	2.08	-1.3815555555555556	0.6	0.2644444444444444	1.432	1.1844888888888887	0.8300000000000001	-1.1600666666666666	18.839999999999996	14.07171111111111	0.0	0.13636363636363635	0.0	0.13636363636363635	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.09090909090909091	0.22727272727272727	0.09090909090909091	0.13636363636363635	1
B2NHN2	1	Talaromyces funiculosus	Fungi	339	20		2.6799999999999997	0.38711111111111113	0.2	0.022222222222222223	1.322	0.9285555555555557	1.34	0.011711111111111101	20.298000000000002	13.708933333333334	0.045454545454545456	0.3181818181818182	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	0.045454545454545456	0.0	1
B2RPY5	0	Mus musculus	Metazoa	545		True	4.18	0.7157777777777778	0.4	0.07777777777777778	1.244	0.9918	1.652	0.1769555555555556	21.502	15.256355555555555	0.045454545454545456	0.13636363636363635	0.045454545454545456	0.18181818181818182	0.0	0.09090909090909091	0.045454545454545456	0.0	0.0	0.13636363636363635	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.045454545454545456	1
B2RZD2	0	Rattus norvegicus	Metazoa	229		True	2.72	-0.3031111111111111	0.6	0.13333333333333333	1.3459999999999999	0.9892222222222222	1.1580000000000001	-0.41379999999999995	17.853999999999996	13.608266666666665	0.18181818181818182	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.13636363636363635	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.045454545454545456	0.13636363636363635	0.0	0.09090909090909091	1
B4DJY2	0	Homo sapiens	Metazoa	109		True	3.7	-0.29133333333333333	0.6	0.08888888888888889	1.228	0.9723555555555554	1.418	-0.44731111111111116	21.151999999999997	14.438311111111112	0.0	0.13636363636363635	0.0	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.18181818181818182	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.0	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.045454545454545456	1
B4FUP5	0	Zea mays	Viridiplantae	253		False	3.4199999999999995	-0.15000000000000005	0.6	0.12222222222222222	1.414	1.0485777777777776	1.396	-0.47815555555555556	19.262	14.081688888888888	0.09090909090909091	0.22727272727272727	0.09090909090909091	0.18181818181818182	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.13636363636363635	0.045454545454545456	0.0	0.09090909090909091	1
B6HLT9	0	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	357		False	2.28	-0.31688888888888894	0.6	0.1711111111111111	1.3	1.0386222222222223	1.114	-0.47933333333333333	18.906	14.655822222222223	0.13636363636363635	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.0	0.09090909090909091	0.045454545454545456	0.0	1
B6HLU1	0	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746		False	1.6	-0.5091111111111111	0.6	0.1111111111111111	1.252	0.9498888888888888	0.7539999999999999	-0.5764444444444444	18.266000000000002	13.48108888888889	0.045454545454545456	0.09090909090909091	0.0	0.0	0.0	0.13636363636363635	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.0	0.0	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	1
B7SXM5	0	Danio rerio	Metazoa	180		False	2.98	-0.5411111111111111	0.6	0.15555555555555556	1.324	1.0052	1.3920000000000001	-0.4963111111111111	20.308	13.774977777777776	0.045454545454545456	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.13636363636363635	0.0	0.0	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.0	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.045454545454545456	1
B8BDQ4	0	Oryza sativa subsp. indica	Viridiplantae	696		False	1.7	-0.4755555555555556	0.6	0.15555555555555556	1.34	1.0372666666666666	0.568	-0.5284444444444445	17.733999999999998	12.629088888888889	0.18181818181818182	0.22727272727272727	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.09090909090909091	0.045454545454545456	0
B8ZXI1	0	Mus musculus	Metazoa	415		False	2.5599999999999996	0.06066666666666664	0.4	0.1511111111111111	1.342	0.9518222222222222	0.9359999999999999	-0.21217777777777777	20.330000000000002	14.11593333333333	0.13636363636363635	0.0	0.09090909090909091	0.18181818181818182	0.09090909090909091	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.0	0.0	0.18181818181818182	0.045454545454545456	1
